"","A","B","C"
"seq5283",3.1715596886414e-15,0.999999106630427,8.93369569957509e-07
"seq5284",8.33571197694892e-20,0.00121830236544382,0.998781697634556
"seq5285",1.74761001784675e-20,0.999937136124222,6.28638757782293e-05
"seq5286",4.68244165439947e-13,0.963065889258022,0.03693411074151
"seq5287",4.78137764801886e-18,0.261808086962934,0.738191913037066
"seq5288",3.67826469510128e-21,0.436729692319241,0.563270307680759
"seq5289",5.16776994321579e-27,0.964760446323842,0.0352395536761578
"seq5290",2.60187989965835e-13,0.998568904054636,0.00143109594510348
"seq5291",3.56490262640297e-13,0.999873120572246,0.000126879427398019
"seq5292",1.96266376545266e-12,0.999998889971587,1.11002644972893e-06
"seq5293",1.10733160259463e-15,0.142610918625596,0.857389081374403
"seq5294",2.26742729410528e-14,0.999999534650221,4.65349756720368e-07
"seq5295",3.12335169937304e-13,0.999988979444479,1.1020555208595e-05
"seq5296",1.51397773707904e-29,1,2.07396891153198e-23
"seq5297",1.39832054861899e-15,0.999999289834165,7.10165833433667e-07
"seq5298",3.46226773057525e-08,0.999999965377323,5.19837815443737e-17
"seq5299",8.1458894563314e-16,0.17601607250025,0.823983927499749
"seq5300",6.77615441238213e-10,0.99999999932238,4.19713680188622e-15
"seq5301",2.24690349414432e-13,0.460046282648157,0.539953717351618
"seq5302",3.51613003181936e-14,0.999999963892694,3.61072710275417e-08
"seq5303",4.12028166181735e-17,0.00140941849021566,0.998590581509784
"seq5304",2.13073850303699e-15,0.859279545038292,0.140720454961706
"seq5305",2.96639055993017e-16,0.999999995627708,4.37229128756962e-09
"seq5306",2.01419853030592e-15,0.999998129912038,1.87008795966869e-06
"seq5307",1.38200234300781e-15,0.999999485976015,5.1402398395018e-07
"seq5308",1.89292495821737e-13,0.999999088782301,9.11217509913464e-07
"seq5309",2.54123823783771e-17,0.999999999236186,7.63814278898253e-10
"seq5310",3.64111786174653e-12,0.789589015761011,0.210410984235348
"seq5311",1,2.95932963877519e-16,1.08069613450043e-18
"seq5312",1.22337375871356e-08,0.99999996568101,2.20852528227447e-08
"seq5313",4.70468989378134e-12,0.999999145142913,8.54852382409773e-07
"seq5314",0.523246751464251,0.476753248535749,1.25749714747711e-20
"seq5315",3.366584432842e-05,0.999961857938432,4.47621724018578e-06
"seq5316",1.89129695863598e-23,0.684200770355246,0.315799229644754
"seq5317",9.66449172145365e-15,0.999998814149028,1.18585096246905e-06
"seq5318",1.00351236352422e-14,0.999985340395791,1.46596041984784e-05
"seq5319",1.39550799599755e-15,0.993993844924091,0.00600615507590714
"seq5320",0.999916295052929,8.37049470590935e-05,1.19560363013714e-14
"seq5321",3.7176225282656e-19,0.999984949940162,1.50500598376263e-05
"seq5322",1.59318502641593e-21,0.988799726967562,0.0112002730324376
"seq5323",1.12881201149362e-13,0.536940866188234,0.463059133811654
"seq5324",8.55295990556983e-31,0.999047603792069,0.000952396207931408
"seq5325",9.76563096727581e-17,0.970336509212235,0.0296634907877646
"seq5326",4.37980113535021e-12,0.0586954547720426,0.941304545223578
"seq5327",6.07685067882632e-15,0.999936847001807,6.31529981871249e-05
"seq5328",1.21828502089865e-20,0.930377895411849,0.0696221045881507
"seq5329",1.08866512329385e-28,0.381263890953063,0.618736109046937
"seq5330",1.10279882263346e-14,0.997801916097631,0.0021980839023583
"seq5331",0.999999997605548,2.39445169836022e-09,1.26373641736131e-22
"seq5332",1.06187737299211e-20,0.487983536837436,0.512016463162564
"seq5333",5.28742750602311e-24,0.803111121421734,0.196888878578266
"seq5334",1.13798965846811e-23,0.00818370826222126,0.991816291737779
"seq5335",3.61492410606965e-14,0.972788184886418,0.0272118151135457
"seq5336",1.08468591976673e-13,0.999682517322261,0.000317482677630302
"seq5337",2.16578284810846e-10,0.680050730527074,0.319949269256348
"seq5338",3.42006485235569e-20,0.0705531319380524,0.929446868061948
"seq5339",4.55870791597942e-18,0.999334744520603,0.000665255479397021
"seq5340",1.63641053469983e-07,0.107364075430293,0.892635760928653
"seq5341",3.13146979747666e-23,0.358121181459745,0.641878818540255
"seq5342",8.03993480556728e-15,0.982406253420021,0.0175937465799707
"seq5343",8.58358630789599e-12,0.999951682401694,4.83175897225527e-05
"seq5344",2.38652066945661e-14,0.999874405793514,0.000125594206461577
"seq5345",1.03090466031171e-15,0.645877524182367,0.354122475817632
"seq5346",1.56759156586304e-25,0.997446250552806,0.002553749447194
"seq5347",1.04811130129664e-24,5.05088160438393e-05,0.999949491183956
"seq5348",4.08550964578722e-23,0.691694766255011,0.308305233744989
"seq5349",0.946352257105052,0.0536477428948806,6.68848382645761e-14
"seq5350",0.999999999999999,5.37878641213857e-16,2.43379127730966e-22
"seq5351",1.75171596994001e-15,0.749122968058645,0.250877031941353
"seq5352",1.18213968509894e-16,0.999999385250178,6.14749821849081e-07
"seq5353",7.2359662296466e-19,0.997615574584724,0.00238442541527574
"seq5354",3.27563540194782e-16,0.432933243810588,0.567066756189412
"seq5355",1.31922162191642e-11,0.999999311531678,6.88455130139862e-07
"seq5356",1,3.0912222143731e-19,6.68553263139929e-21
"seq5357",1.11293686900868e-17,0.999958061341234,4.19386587657736e-05
"seq5358",1,1.12850459401888e-16,7.91161668003916e-19
"seq5359",5.61678815058561e-26,0.349550445544879,0.650449554455122
"seq5360",1.16858124332362e-14,0.99996051368589,3.94863140981003e-05
"seq5361",9.07514378125062e-15,0.997583687869754,0.0024163121302368
"seq5362",4.55338284452638e-13,0.99999952732706,4.72672484241255e-07
"seq5363",0.998382511773156,0.00161747691858024,1.13082639789686e-08
"seq5364",6.08568524092942e-19,0.0309531365069586,0.969046863493041
"seq5365",2.70867448447032e-28,0.682596748628373,0.317403251371627
"seq5366",4.86658275956196e-25,0.911788047959678,0.088211952040322
"seq5367",2.84636203091591e-14,0.294249972378672,0.7057500276213
"seq5368",0.000379838418580128,0.999620161581335,8.46923793082485e-14
"seq5369",1.02831437832218e-22,0.0024129094218743,0.997587090578126
"seq5370",9.64232808722689e-17,0.999999985786074,1.4213926278778e-08
"seq5371",8.81614789988984e-12,0.999990129892892,9.87009829196936e-06
"seq5372",1.150824376219e-21,0.171256128464124,0.828743871535876
"seq5373",4.0352756805365e-13,0.999998437186914,1.56281268286621e-06
"seq5374",1,3.26611457380575e-20,8.35581368318813e-22
"seq5375",2.3172061256489e-24,0.55042048126963,0.44957951873037
"seq5376",7.55605750570321e-21,0.0830491588925958,0.916950841107404
"seq5377",1.89341736862624e-15,0.999968129407761,3.18705922373021e-05
"seq5378",2.47905342873739e-16,0.999996556007527,3.4439924723956e-06
"seq5379",1.5712044775315e-20,0.00122148110764394,0.998778518892356
"seq5380",2.96863123018134e-22,0.507821128707901,0.492178871292099
"seq5381",1.59554111289255e-22,0.999707503555923,0.000292496444077078
"seq5382",1.71370636040397e-10,0.999999999828629,2.76835287705788e-17
"seq5383",3.0966996671965e-14,0.999741843470274,0.000258156529695049
"seq5384",1.52886380097209e-22,0.996077318040208,0.00392268195979165
"seq5385",2.1292657137996e-13,0.181666007211261,0.818333992788526
"seq5386",6.8792442984675e-20,0.0850131148030644,0.914986885196936
"seq5387",3.62633693517341e-15,0.999999874340401,1.25659595401542e-07
"seq5388",1.0338353645227e-24,0.999946718802063,5.32811979368141e-05
"seq5389",0.37556251492276,0.62443748507724,9.79531460111094e-24
"seq5390",2.03337289577925e-12,0.993399955184928,0.0066000448130381
"seq5391",1,3.83379459611045e-16,3.40418842557359e-20
"seq5392",2.88826275087074e-18,0.151530350585775,0.848469649414225
"seq5393",6.13791850879549e-15,0.999999513507347,4.86492647056101e-07
"seq5394",6.60711297263767e-14,0.863209915257261,0.136790084742673
"seq5395",7.54790030492995e-25,0.994134012291835,0.00586598770816545
"seq5396",5.34085869750903e-22,0.719002505948822,0.280997494051178
"seq5397",1.91194889757901e-14,0.999999944631629,5.53683515787894e-08
"seq5398",3.51974381289005e-13,0.999964286927676,3.57130719721099e-05
"seq5399",1.23307777101647e-13,0.994810354968905,0.00518964503097175
"seq5400",2.70481323176891e-17,0.999999025995991,9.74004009322807e-07
"seq5401",2.64601434512464e-20,0.948966635622331,0.051033364377669
"seq5402",4.45486456127949e-16,0.999981905994353,1.80940056464632e-05
"seq5403",0.999999822847751,1.77143722165226e-07,8.52704452753118e-12
"seq5404",2.69218035919386e-22,0.996971804509109,0.00302819549089107
"seq5405",1.4563151635468e-18,2.14582188599303e-07,0.999999785417811
"seq5406",9.56836874256331e-16,0.999998313330942,1.6866690570002e-06
"seq5407",1.23030945714686e-22,0.938042160092943,0.0619578399070567
"seq5408",1.35613672216401e-09,0.998621890961865,0.00137810768199844
"seq5409",1.85011235159493e-15,0.999996493540761,3.50645923729419e-06
"seq5410",1.52862440229419e-06,0.999995631369275,2.84000632271509e-06
"seq5411",3.84179826085843e-17,0.999999750492946,2.49507053945243e-07
"seq5412",1.46760970957587e-15,0.999611124326247,0.000388875673751884
"seq5413",3.6882203712493e-19,0.999999762037727,2.37962273004868e-07
"seq5414",2.56117845419416e-28,0.998919760338155,0.00108023966184506
"seq5415",2.81776131594808e-19,0.998593158293587,0.00140684170641302
"seq5416",8.18084068814202e-16,0.999988839732443,1.11602675558732e-05
"seq5417",1.25244825789066e-10,0.999991597951422,8.40192333280416e-06
"seq5418",6.47513014607296e-12,0.999999999976897,1.66282447361647e-11
"seq5419",2.32095284500303e-15,0.999739228891797,0.000260771108200417
"seq5420",7.35808755003937e-31,0.000199568059379824,0.99980043194062
"seq5421",5.85816508555264e-15,0.999960236630697,3.97633692976062e-05
"seq5422",1.3734891657877e-14,0.866080851234751,0.133919148765235
"seq5423",1.10282710120579e-05,0.999988791629018,1.80099969854841e-07
"seq5424",1.04226618772434e-12,0.966318302124677,0.0336816978742808
"seq5425",1.05644465228994e-16,0.999999576134261,4.23865738362927e-07
"seq5426",8.52666113906632e-19,0.999998613787113,1.38621288725198e-06
"seq5427",9.90627705759437e-19,0.000501909650564566,0.999498090349435
"seq5428",0.999999999999939,6.14184734879531e-14,1.38465567971806e-22
"seq5429",1,4.27157177653368e-17,1.10851034681662e-19
"seq5430",2.6405670716319e-13,0.739248619532469,0.260751380467267
"seq5431",0.0698238001101742,0.930176199889826,6.67632449966058e-18
"seq5432",4.42041767716998e-15,0.994330496107652,0.00566950389234349
"seq5433",3.70161892631719e-08,0.999999962983811,2.79837086797413e-17
"seq5434",2.86975229966699e-13,0.780174437843233,0.21982556215648
"seq5435",3.30355601866273e-16,0.961220421488676,0.0387795785113237
"seq5436",4.93956794813763e-21,0.999919839892589,8.01601074107601e-05
"seq5437",3.1227126307602e-19,0.9990704942134,0.000929505786600082
"seq5438",2.83582431968386e-16,0.933748718610056,0.0662512813899433
"seq5439",2.35532415682971e-14,0.999576191631374,0.000423808368602835
"seq5440",2.99082309953084e-11,0.999954799081711,4.52008883806837e-05
"seq5441",4.15198654571934e-15,0.99990494818815,9.50518118462543e-05
"seq5442",3.16816735311338e-12,0.999995818610915,4.18138591634831e-06
"seq5443",1.75060710730966e-15,0.999903596763708,9.64032362905094e-05
"seq5444",8.78456069286619e-23,1.15020737490644e-08,0.999999988497926
"seq5445",1.69875038006917e-16,0.802332829456966,0.197667170543034
"seq5446",5.5447676245355e-26,0.0054481331319408,0.994551866868059
"seq5447",1.61945937597629e-16,0.999585419251301,0.000414580748699303
"seq5448",8.37824114432764e-19,0.999733593811386,0.000266406188614012
"seq5449",6.08400181210798e-12,0.311235778249341,0.688764221744575
"seq5450",3.70272018263288e-17,0.999999661957413,3.38042587167432e-07
"seq5451",3.86562305829615e-19,0.999972691899954,2.7308100046516e-05
"seq5452",1.64575766269563e-15,0.0106773893041956,0.989322610695803
"seq5453",3.25765106810348e-17,0.89071962511485,0.10928037488515
"seq5454",1.54491521546456e-16,0.912658492275351,0.0873415077246484
"seq5455",2.89966424993568e-17,0.993026312493339,0.00697368750666117
"seq5456",1.67294396042688e-13,0.997981216773196,0.00201878322663722
"seq5457",3.6485370887969e-14,0.99998347057603,1.65294239330704e-05
"seq5458",1.7297167625553e-18,0.999999410860451,5.89139548767503e-07
"seq5459",5.61904812771745e-18,0.00049043194822955,0.99950956805177
"seq5460",2.22564896547527e-16,0.999983613537423,1.63864625765725e-05
"seq5461",4.98313775683685e-24,0.841798514715144,0.158201485284856
"seq5462",1.55484691530454e-11,0.99666137019392,0.00333862979053141
"seq5463",0.00214279945790432,0.99767596103837,0.000181239503725647
"seq5464",4.20098408164249e-09,0.999087795541582,0.000912200257433967
"seq5465",4.10837633576564e-20,0.0545595181624091,0.945440481837591
"seq5466",6.07164280810983e-18,0.999999872726833,1.27273167024476e-07
"seq5467",1.88241517374647e-15,0.999999977366786,2.26332124357439e-08
"seq5468",1.72904267492277e-16,0.973850828237069,0.0261491717629303
"seq5469",8.93907358238275e-15,0.863895617342394,0.136104382657597
"seq5470",1.3175738608372e-15,0.981318461155213,0.018681538844786
"seq5471",1.51182335772265e-05,0.999984881762302,4.1206980770344e-12
"seq5472",6.84777141973546e-09,0.0256842947100464,0.974315698442182
"seq5473",2.32255628672882e-09,0.914047679619298,0.0859523180581453
"seq5474",5.20944750328002e-18,0.999999212366522,7.87633478087266e-07
"seq5475",4.12770881368897e-17,0.999999750610476,2.49389524284503e-07
"seq5476",0.999999999999978,2.21071379443407e-14,5.40766469596056e-18
"seq5477",2.62999777644156e-13,0.999999997074966,2.92477117789111e-09
"seq5478",5.40221379019945e-24,0.00694781473024454,0.993052185269755
"seq5479",8.52885863823999e-13,0.999227442033396,0.000772557965751004
"seq5480",2.89610087335578e-21,0.421941954371171,0.578058045628829
"seq5481",6.54465604492821e-32,2.07526328092961e-06,0.999997924736719
"seq5482",1.96073776706499e-05,0.771030186417937,0.228950206204392
"seq5483",2.34583496699245e-17,0.0320654797333099,0.96793452026669
"seq5484",1.07810791718177e-20,0.998966260946653,0.00103373905334751
"seq5485",3.67777190194869e-10,0.99999837638269,1.62324953306684e-06
"seq5486",1.81535320410007e-15,0.980998224146047,0.0190017758539511
"seq5487",1.28603795150828e-10,0.997583205092595,0.00241679477880083
"seq5488",0.999999999997014,2.98516122988628e-12,5.33801965298488e-16
"seq5489",6.50475481459628e-10,0.999999708541331,2.90808193337106e-07
"seq5490",1,4.11160468458849e-16,1.44209654639739e-20
"seq5491",1.13434923926056e-27,6.78101501466936e-06,0.999993218984985
"seq5492",1.17338030638971e-14,0.999998528725808,1.47127418013822e-06
"seq5493",5.49690858845527e-15,0.99991291622401,8.70837759846562e-05
"seq5494",1.58371449530527e-25,0.999999999936252,6.3748226915302e-11
"seq5495",5.26097375717791e-24,0.140965084715092,0.859034915284908
"seq5496",2.73827618475824e-16,0.998960525158744,0.00103947484125536
"seq5497",1.39949215857591e-13,0.983430853718765,0.0165691462810946
"seq5498",1.22246049105092e-07,0.99999906291773,8.14836220628389e-07
"seq5499",8.03321768873883e-25,0.561368046954488,0.438631953045512
"seq5500",9.63066346206064e-16,0.999978320828606,2.16791713936277e-05
"seq5501",8.57892900390146e-07,0.9999991421071,3.08191711121799e-19
"seq5502",1.82475893216392e-17,0.999980706956081,1.92930439192394e-05
"seq5503",1.33118532893389e-23,0.994426431850144,0.00557356814985621
"seq5504",1.91640958495461e-18,0.996583695123496,0.00341630487650369
"seq5505",3.0910913344504e-27,0.735705310575498,0.264294689424502
"seq5506",4.14772903757941e-16,0.99181574829378,0.00818425170621926
"seq5507",2.94060777965481e-21,0.98987865725878,0.0101213427412201
"seq5508",1.27428625007889e-23,0.0710579259302233,0.928942074069777
"seq5509",3.33690401106696e-14,0.150916086800871,0.849083913199096
"seq5510",1.00472102614666e-27,0.00762233620608261,0.992377663793917
"seq5511",1.38501595954918e-11,0.999993336824154,6.66316199577424e-06
"seq5512",8.04220211698116e-15,0.0887813569061943,0.911218643093798
"seq5513",2.05493769816611e-20,0.832273938095842,0.167726061904158
"seq5514",8.27441773778465e-18,0.383262509549002,0.616737490450998
"seq5515",6.01547810285492e-22,0.999989565441474,1.04345585259798e-05
"seq5516",4.24261815063875e-18,0.999999998230592,1.76940844226703e-09
"seq5517",4.08874599107589e-24,0.518789235912082,0.481210764087918
"seq5518",1.0290718806033e-12,0.999999999998968,2.59787294244021e-15
"seq5519",2.27980620948533e-22,0.999933938826423,6.60611735768551e-05
"seq5520",8.10699298548994e-06,0.999991892866098,1.40916651706503e-10
"seq5521",2.46614495485633e-11,0.915358002630499,0.0846419973448393
"seq5522",1.62859434606287e-23,0.999988939147511,1.10608524890863e-05
"seq5523",3.98698019941893e-15,0.999992197035639,7.80296435750434e-06
"seq5524",2.92718472750253e-18,0.00591399344739628,0.994086006552604
"seq5525",5.73128260539992e-21,0.990519193421169,0.00948080657883105
"seq5526",4.43011386656505e-10,0.978328325681659,0.0216716738753301
"seq5527",6.65013418137089e-12,0.0775839882787162,0.922416011714634
"seq5528",4.12754312918144e-12,0.999999999222599,7.73274010503018e-10
"seq5529",2.8569395923904e-15,0.999999990176853,9.82314413029147e-09
"seq5530",1.26941147017104e-25,0.00209845044330218,0.997901549556698
"seq5531",4.97000145264066e-21,0.0303070482561249,0.969692951743875
"seq5532",9.79071638157308e-24,0.999729625027756,0.000270374972244219
"seq5533",9.23218871007666e-18,0.999996231775382,3.76822461768223e-06
"seq5534",7.77212429434221e-25,0.9999916988038,8.30119620036392e-06
"seq5535",2.01496683619315e-15,0.981688008301439,0.0183119916985592
"seq5536",4.54341221715905e-07,0.999998711287944,8.3437083444606e-07
"seq5537",2.79707203433834e-19,0.909660952387639,0.0903390476123611
"seq5538",1.01980121136315e-22,0.221054276859125,0.778945723140875
"seq5539",4.65655050217958e-16,0.477706493488235,0.522293506511765
"seq5540",2.85963999030925e-17,0.165434021081841,0.834565978918159
"seq5541",1.34403617549395e-24,0.0111741395021382,0.988825860497862
"seq5542",2.88345468232254e-17,0.997407812497365,0.00259218750263525
"seq5543",2.46061096758123e-25,1.74271271360485e-06,0.999998257287286
"seq5544",1.02653839899611e-13,0.998758109441566,0.0012418905583319
"seq5545",3.21689415501616e-17,0.999885185522173,0.000114814477827216
"seq5546",9.15305734070566e-18,0.999975324711099,2.46752889007619e-05
"seq5547",4.9557780955092e-18,0.803647933134952,0.196352066865048
"seq5548",4.64231904045776e-27,0.30251426544969,0.69748573455031
"seq5549",2.87941816442594e-16,0.582084641936374,0.417915358063626
"seq5550",3.52513069365939e-13,0.979276674490179,0.0207233255094689
"seq5551",3.45349967426005e-25,0.00198855894600804,0.998011441053992
"seq5552",4.75532060237718e-17,0.999999999675294,3.24705777606614e-10
"seq5553",3.15213825816311e-25,0.686159893780862,0.313840106219138
"seq5554",4.56817283625716e-19,0.797219675932444,0.202780324067556
"seq5555",4.28324778640406e-27,0.00605997184576109,0.993940028154239
"seq5556",4.21957085730175e-25,0.999995558976424,4.4410235755314e-06
"seq5557",1.63100729606622e-17,0.185418078870878,0.814581921129122
"seq5558",1.15180470746995e-17,0.996762606990189,0.00323739300981054
"seq5559",3.23840267002802e-22,0.999773625271644,0.000226374728356461
"seq5560",0.999999999999999,1.06071647774106e-15,1.19358493780644e-18
"seq5561",1.42866969090476e-22,0.999990621692165,9.37830783511343e-06
"seq5562",2.58313843720115e-18,0.986638564441098,0.0133614355589021
"seq5563",4.52906373256577e-28,0.221096962771256,0.778903037228744
"seq5564",1.84324483913713e-08,0.999785618945507,0.000214362622045051
"seq5565",1.503528707843e-15,0.999997043408089,2.95659190938925e-06
"seq5566",1.88946916240847e-19,0.970440343968635,0.0295596560313648
"seq5567",3.47462840695821e-14,0.994947057653314,0.0050529423466514
"seq5568",1.78545540502333e-17,6.47349349798035e-05,0.99993526506502
"seq5569",9.33804316405763e-20,0.794617445075234,0.205382554924766
"seq5570",2.00033780276461e-17,0.999983978722588,1.60212774120038e-05
"seq5571",2.98844878847807e-11,0.999967714593873,3.22853762425337e-05
"seq5572",1.29413386650201e-26,0.15380949920394,0.84619050079606
"seq5573",1.1422248233988e-17,0.999999855718502,1.4428149814879e-07
"seq5574",1.39448424191104e-25,0.965171746158457,0.0348282538415433
"seq5575",1.79849345698557e-24,0.958822758190843,0.0411772418091568
"seq5576",1.63050702274974e-09,0.999999251084529,7.4728496411992e-07
"seq5577",4.1793576746856e-18,0.999884435093933,0.00011556490606721
"seq5578",1.24115114231406e-12,0.9768898631636,0.0231101368351589
"seq5579",8.62031269295164e-19,0.00222923587485057,0.99777076412515
"seq5580",8.27471638570486e-15,0.337880482652213,0.662119517347779
"seq5581",2.77056712206415e-15,0.973283096288442,0.026716903711555
"seq5582",1.71796980892333e-19,0.954583093571659,0.0454169064283408
"seq5583",1.68444465759538e-19,0.99999067173156,9.32826844036429e-06
"seq5584",1.10293242469183e-26,0.0138661962163463,0.986133803783654
"seq5585",6.37338804812242e-25,0.00588679084103513,0.994113209158965
"seq5586",1.34022753844333e-14,0.999999999761294,2.3869239039465e-10
"seq5587",1.96919182297373e-13,0.999995957292086,4.04270771667444e-06
"seq5588",2.90026035259824e-15,0.981226715186848,0.0187732848131487
"seq5589",6.28867069802738e-17,0.981295930648691,0.0187040693513095
"seq5590",0.999999999914808,8.51920908782863e-11,1.17943271550554e-17
"seq5591",2.89156334229481e-13,0.999990676241162,9.32375854901301e-06
"seq5592",2.75389738458224e-13,0.998761829312922,0.00123817068680285
"seq5593",3.73852531218784e-19,0.999393196361062,0.000606803638937492
"seq5594",7.33891392278792e-15,0.999813332610727,0.000186667389266048
"seq5595",7.37808302672767e-27,0.881789053786025,0.118210946213975
"seq5596",2.26268472724946e-15,0.998451001737895,0.00154899826210279
"seq5597",5.6660939615458e-15,0.99998786741594,1.21325840542586e-05
"seq5598",4.31795865206329e-13,0.625019892713503,0.374980107286065
"seq5599",3.97380693764407e-15,0.176761730509879,0.823238269490117
"seq5600",1.48834763370707e-16,0.991500484408234,0.00849951559176537
"seq5601",3.44211932159536e-19,0.999765446877967,0.000234553122033346
"seq5602",2.2302295256369e-17,0.999927481006772,7.25189932281604e-05
"seq5603",5.44000835935085e-17,0.997869786648134,0.00213021335186633
"seq5604",6.48696678220091e-13,0.999785991692741,0.000214008306610059
"seq5605",6.32582985328718e-27,0.99999990179219,9.82078100193101e-08
"seq5606",4.63956352540716e-15,0.978644825795129,0.0213551742048661
"seq5607",0.99999999999965,3.50259871411289e-13,1.89911312765753e-25
"seq5608",0.999999999995516,4.4837296712729e-12,3.4829077263088e-19
"seq5609",9.65363129547732e-20,0.994893733588116,0.00510626641188358
"seq5610",4.67287744076513e-17,0.578215802354554,0.421784197645446
"seq5611",2.29871464514386e-14,0.993403825686043,0.00659617431393407
"seq5612",4.73594494125703e-22,6.57014707630391e-05,0.999934298529237
"seq5613",3.88964537947153e-14,0.942766733616464,0.0572332663834967
"seq5614",3.63002060158676e-22,0.99708185198381,0.00291814801618946
"seq5615",1.19589726770129e-21,0.992320698726589,0.00767930127341114
"seq5616",1.65011500740271e-17,0.999998722305895,1.27769410484785e-06
"seq5617",4.1993346954109e-27,0.00456778019148171,0.995432219808518
"seq5618",2.37950832782195e-20,0.396245009368496,0.603754990631504
"seq5619",2.86354416178762e-05,0.999971364558382,3.58169026092975e-17
"seq5620",1.20072573407511e-26,0.422151455899549,0.577848544100451
"seq5621",8.69417274503134e-24,0.988143747700624,0.0118562522993755
"seq5622",0.999999999999993,6.95581004454426e-15,2.33507100509567e-19
"seq5623",0.875340398981228,0.124659601018772,8.81010335046884e-25
"seq5624",8.90496896377763e-13,0.0475836703269647,0.952416329672145
"seq5625",2.93465324021539e-24,0.000138866521164114,0.999861133478836
"seq5626",1.28582704596962e-21,0.129089352037984,0.870910647962016
"seq5627",1.76050324226152e-19,0.382814721824508,0.617185278175492
"seq5628",1.92381181645546e-17,0.999766924299915,0.000233075700084637
"seq5629",9.73757119644778e-25,0.88263261503214,0.11736738496786
"seq5630",5.90458359369561e-21,0.88642365368232,0.11357634631768
"seq5631",0.00287939392105408,0.997120173803459,4.32275486549289e-07
"seq5632",6.47976212359466e-17,0.0102495540064902,0.98975044599351
"seq5633",3.46431545977982e-25,0.999999897504513,1.02495486539025e-07
"seq5634",1.08767272085931e-21,0.999592857336604,0.000407142663395707
"seq5635",0.999999991200204,8.63433898845261e-09,1.65457075438631e-10
"seq5636",1.79257487813074e-18,0.0838804034068566,0.916119596593143
"seq5637",4.58227339161628e-18,0.997382256316714,0.00261774368328632
"seq5638",2.27274175633952e-14,0.987715928169882,0.0122840718300949
"seq5639",1.13789751993362e-18,0.999965686731215,3.43132687849693e-05
"seq5640",2.5672182673509e-13,0.999546278760257,0.000453721239485939
"seq5641",1.20864960886872e-24,0.999437358418192,0.000562641581808334
"seq5642",6.34802250695712e-13,0.999999999999365,6.22963316112536e-18
"seq5643",3.31509373275359e-24,0.0243785761775291,0.975621423822471
"seq5644",5.82246754875971e-16,0.922172168374637,0.0778278316253621
"seq5645",0.999999999983228,1.67718425105806e-11,5.57787913341297e-23
"seq5646",2.58123903289147e-19,0.999064075833213,0.00093592416678729
"seq5647",1.29236606569995e-18,0.998595478453085,0.00140452154691465
"seq5648",2.3480290741759e-22,0.000960281105965646,0.999039718894034
"seq5649",2.1568637166968e-15,0.636210317825481,0.363789682174516
"seq5650",4.41184265722128e-20,0.968195085414263,0.0318049145857365
"seq5651",1.4157185157496e-24,1.95671385411665e-05,0.999980432861459
"seq5652",5.93259285223788e-26,0.0480608161167678,0.951939183883232
"seq5653",2.27135238535862e-05,0.419422370608528,0.580554915867619
"seq5654",2.7094490493932e-14,0.999999971856876,2.81430970073358e-08
"seq5655",2.16157144835573e-17,0.999999726067099,2.73932900993364e-07
"seq5656",2.39220594209535e-13,0.918314620198207,0.0816853798015542
"seq5657",5.95367528856973e-20,0.99999985464659,1.45353410050922e-07
"seq5658",4.45489670702853e-16,0.779092360744938,0.220907639255061
"seq5659",7.9842506598447e-23,0.198885683864444,0.801114316135556
"seq5660",3.87776418825346e-16,0.999942067138005,5.79328619947501e-05
"seq5661",1.0034432500851e-19,0.99999999922308,7.76919915484737e-10
"seq5662",2.46351165664709e-16,0.999987207270293,1.27927297066535e-05
"seq5663",1,1.05026289688263e-19,1.36514129195627e-22
"seq5664",2.64764052688382e-15,0.976445903091031,0.0235540969089669
"seq5665",8.78428336481781e-23,6.98010039494183e-12,0.99999999999302
"seq5666",3.96110668235278e-17,0.999979937452588,2.00625474125453e-05
"seq5667",1.53014203521101e-19,0.999999999681095,3.18904654232218e-10
"seq5668",7.34815311546031e-15,0.99995070265802,4.92973419722422e-05
"seq5669",2.48092512185648e-22,0.00137802661251688,0.998621973387483
"seq5670",2.77647511903381e-14,0.999999970964925,2.90350474225954e-08
"seq5671",5.97361893585342e-18,0.072279196459845,0.927720803540155
"seq5672",3.82223249008118e-09,0.998872614520156,0.00112738165761195
"seq5673",2.04923762155865e-20,0.838003483829798,0.161996516170202
"seq5674",1.44324869467018e-17,0.160567119087621,0.839432880912379
"seq5675",6.74692154887117e-17,0.999991127939786,8.87206021423389e-06
"seq5676",4.82159363910808e-25,0.992335226533998,0.00766477346600227
"seq5677",3.23504838938116e-14,0.999993862323443,6.13767652437465e-06
"seq5678",4.89671352853142e-25,0.962103916568759,0.0378960834312412
"seq5679",5.81979926586134e-14,0.985427989444769,0.0145720105551732
"seq5680",1.12588430291826e-16,0.954926924518947,0.045073075481053
"seq5681",3.18746752146384e-17,0.999809126488817,0.000190873511182576
"seq5682",5.26345849416235e-21,0.194181970756777,0.805818029243223
"seq5683",3.09527056542366e-28,0.00115507282303109,0.998844927176969
"seq5684",1.5940605943813e-15,0.999657621567137,0.000342378432861799
"seq5685",1.18265825051017e-26,0.245447358620494,0.754552641379506
"seq5686",5.29176425627517e-21,0.999989132822103,1.08671778965666e-05
"seq5687",5.81908310082459e-19,0.476683193833962,0.523316806166038
"seq5688",4.80591274823391e-17,0.994624561243298,0.00537543875670178
